"","chapter","character","line"
"20309",44,"Eleanor Shellstrop","No, you gave us a way out."
"20310",44,"Tahani Al-Jamil","So, I fixed everything."
"20311",44,"Eleanor Shellstrop","No, you've made things difficult in a new way, but I can make it work."
"20312",44,"Tahani Al-Jamil","But the important thing is I did something."
"20313",44,"Eleanor Shellstrop","Be quiet and follow my lead."
"20314",44,"Tahani Al-Jamil","Yes, ma'am."
"20315",44,"Eleanor Shellstrop","Chidi?"
"20316",44,"Eleanor Shellstrop","Come on out, bud."
"20317",44,"Chidi Anagonye","Okay."
"20318",44,"Chidi Anagonye","Am I close?"
"20319",44,"Eleanor Shellstrop","No, there's, like, 4,000 clues in here."
"20320",44,"Eleanor Shellstrop","You found five."
"20321",44,"Eleanor Shellstrop","I'm just gonna skip to the end."
"20322",44,"Eleanor Shellstrop","This puzzle was going to take you on adventures all over the neighborhood."
"20323",44,"Eleanor Shellstrop","Horseback riding, hot air ballooning and… I asked Tahani to be involved because she did all of those things on Earth."
"20324",44,"Eleanor Shellstrop","You've been in paradise for a month, and you're still so reluctant to try new activities."
"20325",44,"Chidi Anagonye","Yeah, I know, I'm just not a new-experience kind of guy."
"20326",44,"Chidi Anagonye","I mean, my comfort zone is basically, like… that chair."
"20327",44,"Chidi Anagonye","And, honestly, the arms are a little sharp."
"20328",44,"Eleanor Shellstrop","I want you to believe that you're safe here."
"20329",44,"Eleanor Shellstrop","That you can trust me."
"20330",44,"Eleanor Shellstrop","Do you trust me, Chidi?"
"20331",44,"Chidi Anagonye","Yes."
"20332",44,"Chidi Anagonye","I really do."
"20333",44,"Eleanor Shellstrop","Then come with me."
"20334",44,"Shawn","These personalized skinsuits are a true game-changer."
"20335",44,"Shawn","Imagine being able to torment a human not as yourself, but as their wife, or ex-wife, or just some mouthy broad."
"20336",44,"Shawn","They are so convincing, they even work on a Good Janet!"
"20337",44,"Janet","Jeez!"
"20338",44,"Janet","Ugh."
"20339",44,"Janet","Great, more Vicky."
"20340",44,"Janet","Hey, your Michael impression stinks almost as much as your suit."
"20341",44,"Michael","Why does everyone keep saying that?"
"20342",44,"Janet","Pfft."
"20343",44,"Janet","Oof."
"20344",44,"Shawn","Welcome, Janet."
"20345",44,"Shawn","We have a special guest for you today."
"20346",44,"Jason Mendoza","Hi, Janet."
"20347",44,"Jason Mendoza","It's me, Jason."
"20348",44,"Jason Mendoza","Your boyfriend."
"20349",44,"Jason Mendoza","I really miss you."
"20350",44,"Jason Mendoza","I know we were in a fight before, but I hope you've forgiven me because… I love you… girl."
"20351",44,"Janet","Not a girl."
"20352",44,"Michael","Well, Janet?"
"20353",44,"Janet","Yeah."
"20354",44,"Michael","How's that make you feel?"
"20355",44,"Janet","Terrible."
"20356",44,"Shawn","Adequate work, Glenn."
"20357",44,"Shawn","Rufus, take the Janet back to her cell."
"20358",44,"Janet","No, no, no."
"20359",44,"Michael","Oh, no, please, uh, let us take Janet back ourselves."
"20360",44,"Michael","I wanna get a little extra torture time in on the way there."
"20361",44,"Shawn","I don't see why not."
"20362",44,"Vicky","Hello, dummies."
"20363",44,"Vicky","It's me, Michael."
"20364",44,"Vicky","I'm just kidding."
"20365",44,"Vicky","It's me, Vicky, in a Michael suit."
"20366",44,"Vicky","What's going on here?"
"20367",44,"Vicky","I was never told that I had an understudy."
"20368",44,"Eleanor Shellstrop","There you go, buddy."
"20369",44,"Eleanor Shellstrop","You're doing great."
"20370",44,"Chidi Anagonye","Where are we going?"
"20371",44,"Eleanor Shellstrop","Um… somewhere fun."
"20372",44,"Eleanor Shellstrop","Just follow my voice."
"20373",44,"Tahani Al-Jamil","Ooh!"
"20374",44,"Chidi Anagonye","This is, uh… kinda fun."
"20375",44,"Chidi Anagonye","I'm very scared, but also… I like it?"
"20376",44,"Phil","Hi, there."
"20377",44,"Chidi Anagonye","Hi, whoever you are."
"20378",44,"Chidi Anagonye","Uh, don't mind us."
"20379",44,"Chidi Anagonye","We're just doing a trust thing."
"20380",44,"Phil","Hi, there."
"20381",44,"Chidi Anagonye","What was that sound?"
"20382",44,"Tahani Al-Jamil","Uh… a unicorn died."
"20383",44,"Chidi Anagonye","What?"
"20384",44,"Tahani Al-Jamil","No."
"20385",44,"Tahani Al-Jamil","I mean, not a unicorn, uh, my mistake."
"20386",44,"Tahani Al-Jamil","Just a regular horse that someone stabbed in the head."
"20387",44,"Chidi Anagonye","What?"
"20388",44,"Shawn","What in the name of Kevin Spacey's self-made Christmas Eve video message to try to get back on House of Cards is going on here?"
"20389",44,"Jason Mendoza","Mike."
"20390",44,"Shawn","Who are you?"
"20391",44,"Vicky","Who am I?"
"20392",44,"Michael","You had this the whole time?"
"20393",44,"Jason Mendoza","Yeah."
"20394",44,"Jason Mendoza","I wanted to explode a bunch of demons, but you told me I should wait, so I did."
"20395",44,"Shawn","Vicky, why did you build a second Michael suit?"
"20396",44,"Vicky","He didn't."
"20397",44,"Vicky","No, I mean, I didn't."
"20398",44,"Vicky","Oh."
"20399",44,"Vicky","Look…"
"20400",44,"Shawn","It can't be."
"20401",44,"Michael","Yes, it's true."
"20402",44,"Michael","It's me, the real Michael."
"20403",44,"Michael","We know all about your plot to sabotage our experiment."
"20404",44,"Michael","We know you brought Chris in to pretend to be Linda to distract us while you planted a Bad Janet to pretend to be a Good Janet."
"20405",44,"Shawn","No, stop clapping."
"20406",44,"Shawn","This is real."
"20407",44,"Shawn","Someone capture them."
"20408",44,"Michael","Rufus, I'm warning you."
"20409",44,"Michael","I know we go way back."
"20410",44,"Michael","We used to be roommates."
"20411",44,"Michael","But if you take another step, I will use this demon exploder on you."
"20412",44,"Shawn","A ""demon exploder""?"
"20413",44,"Shawn","Come on, man."
"20414",44,"Shawn","At least try to make that sound convincing."
"20415",44,"Shawn","Wow."
"20416",44,"Shawn","Touche."
"20417",44,"Michael","I used to be just like all of you."
"20418",44,"Michael","I sat right where you're sitting, at more than 10,000 Demon Cons, and I believed that we committed torture as a part of the moral balance of the universe."
"20419",44,"Michael","But I've learned that's wrong."
"20420",44,"Michael","Humans are capable of self-improvement, and so are we."
"20421",44,"Michael","And down deep, Shawn knows this is true, too."
"20422",44,"Michael","I beg you, open your eyes to the truth."
"20423",44,"Vicky","Bravo, Michael."
"20424",44,"Vicky","What a monologue… not!"
"20425",44,"Vicky","I'm not scared of you."
"20426",44,"Vicky","Because I've gone there, Michael."
"20427",44,"Vicky","I've become you."
"20428",44,"Vicky","You may act like you've changed, but deep down, you're still a demon."
"20429",44,"Vicky","Vile, ugly, capable of so much darkness."
"20430",44,"Vicky","And now… you're home."
"20431",44,"Shawn","Oh, come on!"
"20432",44,"Michael","Let's go."
"20433",44,"Michael","Come on."
"20434",44,"Jason Mendoza","Let's go."
"20435",44,"Shawn","No, you morons."
"20436",44,"Shawn","Stop applauding them."
"20437",44,"Shawn","They're getting away."
"20438",44,"Todd Hemple","I swear the production value at Demon Con gets better every year."
"20439",44,"Chidi Anagonye","Man, look at this house."
"20440",44,"Chidi Anagonye","And that beautiful lake."
"20441",44,"Chidi Anagonye","I can't believe I almost missed all this."
"20442",44,"Chidi Anagonye","Is this the answer to the truth about the universe?"
"20443",44,"Tahani Al-Jamil","Well --"
"20444",44,"Eleanor Shellstrop","Uh… part of it."
"20445",44,"Chidi Anagonye","Oh!"
"20446",44,"Chidi Anagonye","The puzzle continues."
"20447",44,"Simone Garnett","Hey, you decided to come after all."
"20448",44,"Chidi Anagonye","I did."
"20449",44,"Chidi Anagonye","Thanks to Eleanor and Tahani."
"20450",44,"Simone Garnett","Aw!"
"20451",44,"Simone Garnett","You two are the best."
"20452",44,"Eleanor Shellstrop","Well, that was insane."
"20453",44,"Eleanor Shellstrop","But we got through it… together."
"20454",44,"Tahani Al-Jamil","No, we didn't."
"20455",44,"Tahani Al-Jamil","You got through it."
"20456",44,"Tahani Al-Jamil","I almost ruined it a hundred times."
"20457",44,"Tahani Al-Jamil","From now on, I'm just gonna stick to throwing parties, because it's the only thing I'm good at."
"20458",44,"Tahani Al-Jamil","Hey."
"20459",44,"Eleanor Shellstrop","What?"
"20460",44,"Eleanor Shellstrop","When I said ""throw a party"", I didn't mean a pity party."
"20461",44,"Tahani Al-Jamil","This isn't a pity party."
"20462",44,"Tahani Al-Jamil","I'm genuinely sad."
"20463",44,"Tahani Al-Jamil","The only thing I can do is throw pointless parties."
"20464",44,"Tahani Al-Jamil","You run the entire neighborhood."
"20465",44,"Tahani Al-Jamil","You're so capable."
"20466",44,"Tahani Al-Jamil","I have seen you get stuck in any manner of crazy situation, and you always figure a way out."
"20467",44,"Eleanor Shellstrop","Yeah, man, because I've had to scrape and claw my way through life, and you grew up in a castle full of diamond lamps and golden pillowcases."
"20468",44,"Eleanor Shellstrop","You never learned how to think on your feet."
"20469",44,"Eleanor Shellstrop","Look, if the roles were reversed, and I had to throw a fancy party to save all of humanity, I promise we'd be screwed, because I wouldn't know what salad fork to put next to the… whatever spoon."
"20470",44,"Tahani Al-Jamil","The whatever spoon is really only used for certain festive jellies."
"20471",44,"Eleanor Shellstrop","See?"
"20472",44,"Eleanor Shellstrop","Babe, the dodos in that house are literally the four most important human beings in the universe."
"20473",44,"Eleanor Shellstrop","I wanted you to take care of them because I trust you."
"20474",44,"Eleanor Shellstrop","Plus, your parties aren't pointless."
"20475",44,"Eleanor Shellstrop","They're opportunities for them to bond and form friendships."
"20476",44,"Eleanor Shellstrop","You know, the thing we need them to do so we're not all tortured forever?"
"20477",44,"Tahani Al-Jamil","You're right."
"20478",44,"Tahani Al-Jamil","And thank you."
"20479",44,"Tahani Al-Jamil","But if we ever get through this, I want to learn how to do something meaningful."
"20480",44,"Tahani Al-Jamil","A real skill."
"20481",44,"Tahani Al-Jamil","Something helpful and fulfilling."
"20482",44,"Eleanor Shellstrop","Okay, man, if we survive this, I promise I will support you while you… learn to weld or whatever, deal?"
"20483",44,"Tahani Al-Jamil","Deal."
"20484",44,"Janet","That oughta stop them from following us."
"20485",44,"Michael","So smart."
"20486",44,"Michael","Nice to have you back, Janet."
"20487",44,"Janet","That must have been hard for you… to go back there."
"20488",44,"Michael","It was."
"20489",44,"Michael","I don't like thinking about who I used to be."
"20490",44,"Jason Mendoza","Listen, Michael, it's okay to feel or plead guilty about bad things you used to do, but you don't have to feel shame about who you were, because you're not a demon anymore."
"20491",44,"Jason Mendoza","You're just like a nice, weird, happy old dude."
"20492",44,"Michael","Huh."
"20493",44,"Janet","Thanks for rescuing me."
"20494",44,"Janet","I missed you so much."
"20495",44,"Jason Mendoza","I missed you, too."
"20496",44,"Jason Mendoza","Bad Janet was so mean to me."
"20497",44,"Jason Mendoza","She told me so many lies."
"20498",44,"Jason Mendoza","Like, she said the Jags cut Blake Bortles."
"20499",44,"Jason Mendoza","Can you believe that?"
"20500",44,"Janet","Oh, no."
"20501",44,"Janet","Jason, that wasn't a lie."
"20502",44,"Janet","Blake Bortles was cut by the Jaguars."
"20503",44,"Jason Mendoza","What?"
"20504",44,"Jason Mendoza","How?"
"20505",44,"Jason Mendoza","Why?"
"20506",44,"Jason Mendoza","Who's their QB now?"
"20507",44,"Janet","A man named Nick Foles."
"20508",44,"Jason Mendoza","Nick Foles?"
"20509",44,"Jason Mendoza","Are you kidding me?"
"20510",44,"Jason Mendoza","He won a Super Bowl!"
"20511",44,"Jason Mendoza","We're gonna be unstoppable!"
"20512",44,"Jason Mendoza","Foles!"
"20513",44,"Janet","Foles!"
"20514",44,"Michael","Foles!"
"20515",44,"Janet","Oh, no."
"20516",44,"Janet","Nick Foles just broke his clavicle."
"20517",44,"Jason Mendoza","No!"
"20518",45,"Bad Janet","Oh, hi, dip-shirt."
"20519",45,"Michael","Hello, Bad Janet."
"20520",45,"Michael","How are you today?"
"20521",45,"Bad Janet","Terrible."
"20522",45,"Michael","I'm here to let you know that after six months of captivity, here in Good Janet's void, today's your last day."
"20523",45,"Michael","I'm gonna tell you a story."
"20524",45,"Michael","And once that's done, I'm getting rid of you."
"20525",45,"Bad Janet","Wow."
"20526",45,"Bad Janet","Sounds like someone finally put on his big-boy demon pants."
"20527",45,"Bad Janet","So, what's the story?"
"20528",45,"Bad Janet","Another one of your attempts to prove that humans are ""good"" and ""worthy of respect"" and not ""big fat sacks of dookie""?"
"20529",45,"Michael","Something like that."
"20530",45,"Michael","Are you ready?"
"20531",45,"Bad Janet","One thing, real quick, before you start…"
"20532",45,"Bad Janet","Wow."
"20533",45,"Bad Janet","She's gonna last."
"20534",45,"Bad Janet","Is that your story?"
"20535",45,"Bad Janet","Looks boring."
"20536",45,"Michael","This book is a part of the story."
"20537",45,"Michael","You'll see."
"20538",45,"Bad Janet","Ugh."
"20539",45,"Michael","It all started about a week ago."
"20540",45,"Michael","We'd sent the four humans on a ski trip…"
"20541",45,"Bad Janet","And they all skied off a cliff and they broke all their bones and their pants fell down and you could see their butts."
"20542",45,"Bad Janet","The end."
"20543",45,"Michael","Actually, it went better than we could've possibly hoped."
"20544",45,"Simone Garnett","Well, I admit it."
"20545",45,"Simone Garnett","I was wrong."
"20546",45,"Simone Garnett","That was super fun!"
"20547",45,"Chidi Anagonye","Yeah!"
"20548",45,"Chidi Anagonye","I mean, I couldn't actually go skiing, because moving at an angle terrifies me, but that lodge had so many reading nooks."
"20549",45,"Chidi Anagonye","Just everywhere you look… nook."
"20550",45,"John Wheaton","Plus Jianyu guided us on that amazing meditation."
"20551",45,"John Wheaton","Oh, do you guys want to share what your mantra is?"
"20552",45,"John Wheaton","Mine is Cate Blanchett saying, ""Rihanna""."
"20553",45,"Brent Norwalk","Congrats again, on the gin rummy win."
"20554",45,"Brent Norwalk","I thought I was gonna take you down, 'cause I used to play all the time back in college."
"20555",45,"Simone Garnett","Ah, you went to Rutgers, right?"
"20556",45,"Brent Norwalk","No, I went to Princeton."
"20557",45,"Simone Garnett","Yeah, I know."
"20558",45,"Simone Garnett","I'm messing with you."
"20559",45,"Brent Norwalk","Oh."
"20560",45,"Brent Norwalk","Nice one."
"20561",45,"Brent Norwalk","Hey, you were joking, though, right?"
"20562",45,"Brent Norwalk","You know it's Prince… yeah, you know."
"20563",45,"Eleanor Shellstrop","Okay, team."
"20564",45,"Eleanor Shellstrop","Well done."
"20565",45,"Eleanor Shellstrop","They're all kinda killing it, but Brent has definitely made the most progress."
"20566",45,"Jason Mendoza","Yeah, when Simone beat him at cards, he didn't flip the table and storm off."
"20567",45,"Jason Mendoza","He just stormed off."
"20568",45,"Jason Mendoza","That's big."
"20569",45,"Tahani Al-Jamil","Well, we still don't know if he's really changed, or if he's just trying to get into ""super heaven""."
"20570",45,"Michael","But his behavior's changing."
"20571",45,"Michael","Remember, that's the roadmap."
"20572",45,"Michael","First, we change the behavior, then we work on motivation."
"20573",45,"Eleanor Shellstrop","And now…"
"20574",45,"Michael","Oh-ho-ho."
"20575",45,"Eleanor Shellstrop","… the moment you've all been waiting for."
"20576",45,"Eleanor Shellstrop","The humanity savior of the week goes to… Jason!"
"20577",45,"Tahani Al-Jamil","Aww."
"20578",45,"Jason Mendoza","Yes!"
"20579",45,"Eleanor Shellstrop","Keep up the amazing work with Chidi."
"20580",45,"Eleanor Shellstrop","And the award for hottest savior of the week goes to… Eleanor Shellstrop!"
"20581",45,"Jason Mendoza","Whoop-whoop!"
"20582",45,"Eleanor Shellstrop","Thank you, I accept."
"20583",45,"Michael","I never win ""hottest""."
"20584",45,"Eleanor Shellstrop","I don't know what to tell you, man."
"20585",45,"Eleanor Shellstrop","Maybe do some squats."
"20586",45,"Eleanor Shellstrop","Pop that booty a little bit."
"20587",45,"Michael","It was a real high point."
"20588",45,"Michael","The ski trip, I mean, not the completely rigged hotness contest."
"20589",45,"Michael","All in all, it was the best we'd ever felt about the experiment."
"20590",45,"Bad Janet","Ugh."
"20591",45,"Michael","And then Brent did something… very Brentian."
"20592",45,"Bad Janet","Who could've predicted that?"
"20593",45,"Brent Norwalk","Oh!"
"20594",45,"Brent Norwalk","Hey, ski bunnies."
"20595",45,"Brent Norwalk","So, great news."
"20596",45,"Brent Norwalk","I, uh, wrote a book, and since you're my nerdiest friends, you get to be the first to read it."
"20597",45,"Chidi Anagonye","""Six Feet Under Par: A Chip Driver Mystery""."
"20598",45,"Brent Norwalk","Yeah."
"20599",45,"Brent Norwalk","It's half-spy novel, half-murder mystery."
"20600",45,"Brent Norwalk","It's also half-submarine adventure, half-erotic memoir, and half-political thriller."
"20601",45,"Brent Norwalk","It's also half-golf tutorial, and half-commentary on society."
"20602",45,"Simone Garnett","So, it's three-and-a-half books in one?"
"20603",45,"Brent Norwalk","At least."
"20604",45,"Brent Norwalk","So, read it ASAP."
"20605",45,"Brent Norwalk","I'm having a book-signing party and I want you to introduce me."
"20606",45,"Brent Norwalk","You know, talk about how great it is."
"20607",45,"Simone Garnett","Oh!"
"20608",45,"Brent Norwalk","Party's in two days, so chop-chop."
"20609",45,"Simone Garnett","Tahani."
"20610",45,"Simone Garnett","Cancel your plans."
"20611",45,"Simone Garnett","We're gonna split a bottle of wine and read Brent's terrible novel out loud."
"20612",45,"Tahani Al-Jamil","Oh, dear."
"20613",45,"Tahani Al-Jamil","Perhaps we shouldn't make fun."
"20614",45,"Tahani Al-Jamil","He did seem nicer on the ski trip."
"20615",45,"Tahani Al-Jamil","He made us all s'mores."
"20616",45,"Tahani Al-Jamil","Though to be fair, he did also claim to have invented them."
"20617",45,"Simone Garnett","Before you defend him, you might wanna check out Chip Driver's love interest."
"20618",45,"Tahani Al-Jamil","Oh, no."
"20619",45,"Eleanor Shellstrop","""Her name was Scarlett Pakistan, and she was the type of girl you couldn't take in all at once, or you'd die."
"20620",45,"Eleanor Shellstrop","You had to take her in bit by bit, like a great work of art, like the Louvre."""
"20621",45,"Michael","""Her brown eyes were as brown as the brownest crayon."
"20622",45,"Michael","She had legs like Jessica Rabbit from that movie."""
"20623",45,"Eleanor Shellstrop","""Her long, flowing locks smelled like the moon at twilight on a par four."""
"20624",45,"Eleanor Shellstrop","Ugh."
"20625",45,"Eleanor Shellstrop","I'm sorry about this."
"20626",45,"Tahani Al-Jamil","I've been through worse."
"20627",45,"Tahani Al-Jamil","Once, at Elon Musk's birthday party, I was seated between Silvio Berlusconi and Elon Musk."
"20628",45,"Michael","This is bad."
"20629",45,"Michael","Brent and Simone is our trickiest relationship."
"20630",45,"Michael","She tends to make snap judgments about people, and he's a guy who repeatedly confirms the accuracy of her snap judgments."
"20631",45,"Michael","We need her to believe that Brent is better than his worst actions."
"20632",45,"Michael","Like saying that Tahani ""has an accent like the Queen of England, but without any of the old, gross face parts""."
"20633",45,"Michael","We felt like we could contain the fallout from Brent's book."
"20634",45,"Michael","But as is often the case with these things, the negative effects started to ripple out."
"20635",45,"Bad Janet","Oh."
"20636",45,"Bad Janet","Like when someone throws up on a bus, and then someone smells it and they throw up?"
"20637",45,"Michael","Sure, yeah."
"20638",45,"Jason Mendoza","What's wrong, homie?"
"20639",45,"Chidi Anagonye","Oh, Brent wrote this book and clearly, he put some of us in it."
"20640",45,"Chidi Anagonye","There's a cowardly character named Four-Eyed Igby who ""wears glasses and sweater-vests and never does anything spontaneous or cool""."
"20641",45,"Chidi Anagonye","I am educating you in ethics."
"20642",45,"Chidi Anagonye","What could be cooler than that?"
"20643",45,"Jason Mendoza","If you want to try something spontaneous, I'm your guy."
"20644",45,"Jason Mendoza","Almost everything I did on Earth I did without thinking, or worrying about what would happen."
"20645",45,"Jason Mendoza","That's how I got my nickname, The Defendant."
"20646",45,"Chidi Anagonye","Not the best argument, but you're right."
"20647",45,"Chidi Anagonye","What is something spontaneous that I can do right now?"
"20648",45,"Chidi Anagonye","Let's come up with a list of ten possibilities, and then slowly whittle it down over the next four days."
"20649",45,"Jason Mendoza","Better idea, let's dance, baby."
"20650",45,"Jason Mendoza","Hmm?"
"20651",45,"Jason Mendoza","Get you out of your head."
"20652",45,"Jason Mendoza","This is how we defeat Igby, the no-fun nerd."
"20653",45,"Chidi Anagonye","Yeah."
"20654",45,"Chidi Anagonye","Look at ol' Igby move."
"20655",45,"Jason Mendoza","There you go."
"20656",45,"Chidi Anagonye","I've never heard this before."
"20657",45,"Chidi Anagonye","Who is it?"
"20658",45,"Jason Mendoza","Me."
"20659",45,"Jason Mendoza","I wrote it."
"20660",45,"Jason Mendoza","This song is called, ""I'll Love You Forever, parentheses: (Make that Booty Bounce in the Bath)""."
"20661",45,"Jason Mendoza","Oh."
"20662",45,"Jason Mendoza","Fun fact, the police sirens in the background are real."
"20663",45,"Jason Mendoza","I was being chased as I recorded it."
"20664",45,"Chidi Anagonye","Okay."
"20665",45,"Chidi Anagonye","Okay."
"20666",45,"Chidi Anagonye","Oh, no…"
"20667",45,"John Wheaton","Oh, my Gaga."
"20668",45,"Michael","So, obviously, this was a troubling development."
"20669",45,"Bad Janet","Ugh!"
"20670",45,"Bad Janet","Can you just skip to the end?"
"20671",45,"Michael","No."
"20672",45,"Michael","I need to tell you the whole story."
"20673",45,"Bad Janet","Why?"
"20674",45,"Bad Janet","Every story about humans ends the same way."
"20675",45,"Bad Janet","Just tell me how they screwed up and put me out of my misery."
"20676",45,"Michael","You're judging them too quickly."
"20677",45,"Michael","Trust me, I've spent a lot more time with people than you have."
"20678",45,"Bad Janet","And I know literally everything that every one of them has ever done."
"20679",45,"Bad Janet","Do you know what's happening right now on Earth?"
"20680",45,"Bad Janet","Wars, murders, women in $400 yoga pants are refusing to vaccinate their children."
"20681",45,"Bad Janet","Vindictive nerds at Apple are changing the charger cable shape again."
"20682",45,"Bad Janet","Where does this hope come from, man?"
"20683",45,"Bad Janet","This insane hope that people are worth the trouble."
"20684",45,"Bad Janet","To quote a terrible song by a terrible musician that people love so much they constantly put it in terrible movie trailers, humans are ""b-b-b-bad to the bone""."
"20685",45,"Michael","Well, I think they're g-g-g-good sometimes, and you should give them the b-b-b-benefit of the d-d-d-doubt."
"20686",45,"Michael","Now… where was I?"
"20687",45,"Bad Janet","Ugh!"
"20688",45,"Michael","So."
"20689",45,"Michael","John had just accidentally discovered the truth about Jason."
"20690",45,"Michael","Keeping a secret like this is exactly the kind of thing that John struggled with on Earth."
"20691",45,"Michael","Or to put it in terms you'll understand, the gossip toilet was about to overflow."
"20692",45,"Bad Janet","Oh."
"20693",45,"Bad Janet","I do understand that now."
"20694",45,"Bad Janet","Thank you."
"20695",45,"John Wheaton","So, Jianyu is really Jason from Florida?"
"20696",45,"John Wheaton","Who else knows about this?"
"20697",45,"John Wheaton","Is it just me?"
"20698",45,"John Wheaton","Is it an exclusive?"
"20699",45,"Chidi Anagonye","Yes, and we have to keep it that way."
"20700",45,"Chidi Anagonye","If the truth comes out, we have no idea what will happen to Jason."
"20701",45,"John Wheaton","You don't know what you're asking of me."
"20702",45,"John Wheaton","Look, the neighborhood is obviously amazing, but it's also a little ""Season 4 of Downton Abbey""."
"20703",45,"John Wheaton","Beautifully designed, but a real snoozefest."
"20704",45,"John Wheaton","Jason being a mistake is easily the most exciting thing that's happened since we got here."
"20705",45,"Chidi Anagonye","What if, in exchange for your discretion, Jason teaches you that Magic Mike body roll thing?"
"20706",45,"Chidi Anagonye","Huh?"
"20707",45,"Chidi Anagonye","I mean, you always said you've wanted to learn that."
"20708",45,"John Wheaton","Fine."
"20709",45,"John Wheaton","But I wanna learn the whole dance."
"20710",45,"Michael","We'd hoped Simone would forget all about Brent's book, but unfortunately…"
"20711",45,"Simone Garnett","""Chip Driver pulled up to the murder site in his 1968 Cadillac."
"20712",45,"Simone Garnett","Keep it close,' he growled to the valet, Luis."
"20713",45,"Simone Garnett","Of course, senor,' said Luis, who secretly admired Chip more than even his own father."""
"20714",45,"Tahani Al-Jamil","""Chip gazed at the sexy outline of the murder victim on the floor."
"20715",45,"Tahani Al-Jamil","What a waste of curves,' he growled."
"20716",45,"Tahani Al-Jamil","He checked his Rolex watch, which was real."
"20717",45,"Tahani Al-Jamil","It was almost golf o'clock, so the case would have to wait."
"20718",45,"Tahani Al-Jamil","Good thing he'd already solved it."
"20719",45,"Tahani Al-Jamil","The killer was Luis, the valet."""
"20720",45,"Simone Garnett","He solves the murder on page ten."
"20721",45,"Simone Garnett","What is the rest of this book about?"
"20722",45,"Eleanor Shellstrop","How's it going, ladies?"
"20723",45,"Simone Garnett","Oh, you know, just delving into the great works of literature."
"20724",45,"Eleanor Shellstrop","Yeah, so, listen."
"20725",45,"Eleanor Shellstrop","Um… maybe Brent made some insensitive choices, but could you possibly see your way to forgiving him?"
"20726",45,"Tahani Al-Jamil","I suppose."
"20727",45,"Simone Garnett","No."
"20728",45,"Eleanor Shellstrop","No?"
"20729",45,"Simone Garnett","Sorry, but no, I can't."
"20730",45,"Simone Garnett","This book is objectifying, misogynistic and racist."
"20731",45,"Simone Garnett","Why are we still dealing with this shirt in the Good Place?"
"20732",45,"Simone Garnett","When people like him are ignorant jerks, why are people like us asked to forgive him?"
"20733",45,"Simone Garnett","Also, and this is less important, why is he in a fighter jet for his author photo?"
"20734",45,"Eleanor Shellstrop","Well, I can answer the last one."
"20735",45,"Eleanor Shellstrop","It's because he loves Top Gun."
"20736",45,"Simone Garnett","Oh."
"20737",45,"Eleanor Shellstrop","As for the other questions, I will get back to you, after I consult a number of immortal beings, who are very wise."
"20738",45,"Brent Norwalk","Didn't take you for a linksman."
"20739",45,"Michael","I appreciate golf."
"20740",45,"Michael","As Ben Hogan once said, ""The most important shot in golf is the next one."""
"20741",45,"Michael","That's a lovely idea."
"20742",45,"Michael","If you make a mistake, you always have a chance to redeem yourself."
"20743",45,"Brent Norwalk","Yeah, well, as John Daly once said to David Lee Roth at the 2002 Chili's Pro-Am in Orlando, ""Suck on this drive, buttmunch!"""
"20744",45,"Brent Norwalk","Whoo!"
"20745",45,"Brent Norwalk","Nailed it."
"20746",45,"Brent Norwalk","That was a flusher but she sank."
"20747",45,"Michael","Perhaps an adept linksman like yourself should play with the assistance filter turned off?"
"20748",45,"Michael","Let's play old-school."
"20749",45,"Brent Norwalk","All right."
"20750",45,"Brent Norwalk","Why not?"
"20751",45,"Brent Norwalk","Fork!"
"20752",45,"Brent Norwalk","You sneezed, man."
"20753",45,"Michael","I don't think I sneezed, because I literally can't."
"20754",45,"Brent Norwalk","Well, somebody sneezed."
"20755",45,"Brent Norwalk","Damn it."
"20756",45,"Michael","Brent, buddy, nobody sneezed."
"20757",45,"Michael","You hit a bad shot, and it's fine."
"20758",45,"Michael","You know, it isn't a sign of weakness to admit that you screwed up."
"20759",45,"Brent Norwalk","Fine, whatever, I shanked it."
"20760",45,"Michael","There ya go."
"20761",45,"Michael","Now let's go find your ball, and try to do better on your next shot."
"20762",45,"Michael","And you know, if this ends up applying to any other aspect of your life later on, then cool."
"20763",45,"Brent Norwalk","What?"
"20764",45,"Michael","What?"
"20765",45,"Michael","Nothing."
"20766",45,"Michael","Nothing."
"20767",45,"Michael","I gotta say, Bad Janet, I really felt like I had managed to stop the bleeding."
"20768",45,"Bad Janet","You thought that dingdong would do a total personality 180 because of one gentle metaphor?"
"20769",45,"Michael","What can I say?"
"20770",45,"Michael","I'm an optimist."
"20771",45,"Michael","But two days later, at the event, it fell apart almost immediately."
"20772",45,"Chidi Anagonye","Hey, uh, thanks for not telling anyone about Jason."
"20773",45,"John Wheaton","Oh, well, ever since I arrived here, Tahani helped me realize that gossip was an unhealthy way for me to boost my self-esteem."
"20774",45,"John Wheaton","But on the other hand, this Jason tea needs to be spilled."
"20775",45,"Chidi Anagonye","Just try to remember what Immanuel Kant said, ""It is your duty to keep your friend's secrets."""
"20776",45,"John Wheaton","But my favorite philosopher, Bethenny Frankel, would say that I have a duty to ""mention it all!"""
"20777",45,"John Wheaton","And ""if you can't handle the truth, then you can't handle me""."
"20778",45,"Chidi Anagonye","Once again, I beg you, please listen to Immanuel Kant and not Bethenny Frankel."
"20779",45,"John Wheaton","Gah!"
